epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,88.0701,0.8087,0.93358,0.83959,0.85883,0.80968,0.90148,0.75736,0.63892,0.79859,0.84563,0.000424187,0.000424187,0.000424187
43,90.1301,0.84103,0.96289,0.8473,0.81608,0.79072,0.88973,0.75549,0.62706,0.78897,0.8431,0.000417119,0.000417119,0.000417119
44,92.2046,0.80278,0.92853,0.84281,0.83019,0.80592,0.89486,0.76601,0.64765,0.75989,0.8448,0.00041005,0.00041005,0.00041005
45,94.2721,0.77761,0.89228,0.83931,0.8508,0.8215,0.89865,0.76637,0.64709,0.72952,0.84179,0.000402982,0.000402982,0.000402982
46,96.3379,0.78237,0.87307,0.83437,0.84128,0.79345,0.89265,0.75355,0.64934,0.73401,0.84375,0.000395913,0.000395913,0.000395913
47,98.4093,0.80492,0.89352,0.83695,0.79674,0.83381,0.89065,0.76541,0.62343,0.73871,0.83902,0.000388844,0.000388844,0.000388844
48,100.477,0.77704,0.8838,0.84009,0.80034,0.82529,0.87641,0.74924,0.62641,0.76088,0.84328,0.000381776,0.000381776,0.000381776
49,102.541,0.76023,0.85294,0.83165,0.88191,0.75476,0.88922,0.76115,0.63903,0.74479,0.84271,0.000374707,0.000374707,0.000374707
50,104.606,0.76962,0.86042,0.83849,0.83456,0.83453,0.88749,0.75486,0.63226,0.73429,0.8423,0.000367639,0.000367639,0.000367639
51,106.678,0.76964,0.85126,0.8436,0.80866,0.83548,0.88441,0.75525,0.62621,0.73676,0.84075,0.00036057,0.00036057,0.00036057
52,108.835,0.75147,0.84315,0.8319,0.80049,0.84691,0.88542,0.75673,0.62517,0.77855,0.84305,0.000353501,0.000353501,0.000353501
53,110.889,0.75137,0.82977,0.84151,0.80678,0.83348,0.89286,0.7658,0.61296,0.75864,0.8399,0.000346433,0.000346433,0.000346433
54,112.955,0.77718,0.84857,0.83359,0.78958,0.8521,0.89045,0.76241,0.61336,0.73202,0.83715,0.000339364,0.000339364,0.000339364
55,115.026,0.76585,0.83912,0.83821,0.81472,0.84418,0.89568,0.77244,0.6071,0.74688,0.83957,0.000332296,0.000332296,0.000332296
56,117.105,0.74302,0.80376,0.83021,0.83481,0.80564,0.88986,0.7528,0.63812,0.77031,0.84364,0.000325227,0.000325227,0.000325227
57,119.156,0.77995,0.83641,0.83388,0.85591,0.79476,0.88959,0.76266,0.62319,0.73523,0.84045,0.000318158,0.000318158,0.000318158
58,121.216,0.73395,0.81331,0.83101,0.80721,0.81806,0.88453,0.76528,0.60008,0.72043,0.83949,0.00031109,0.00031109,0.00031109
59,123.274,0.7455,0.78759,0.83166,0.78306,0.85346,0.88557,0.76431,0.59581,0.71855,0.83911,0.000304021,0.000304021,0.000304021
60,125.34,0.72701,0.77769,0.83245,0.82018,0.81788,0.88767,0.76103,0.61806,0.73692,0.83935,0.000296953,0.000296953,0.000296953
61,127.383,0.7777,0.80138,0.83156,0.79538,0.83602,0.87857,0.75001,0.63641,0.74075,0.84464,0.000289884,0.000289884,0.000289884
62,129.44,0.76805,0.80451,0.83235,0.85151,0.7748,0.88184,0.76377,0.61996,0.72364,0.84136,0.000282815,0.000282815,0.000282815
63,131.5,0.75827,0.79997,0.83314,0.82084,0.82955,0.88676,0.76121,0.63142,0.72574,0.84122,0.000275747,0.000275747,0.000275747
64,133.569,0.70719,0.73681,0.82753,0.86165,0.79058,0.89047,0.76273,0.62022,0.71332,0.83922,0.000268678,0.000268678,0.000268678
65,135.733,0.74528,0.77771,0.8283,0.85904,0.80063,0.88684,0.76199,0.62749,0.71158,0.84227,0.00026161,0.00026161,0.00026161
66,137.82,0.74411,0.76091,0.82785,0.86991,0.77562,0.89203,0.7708,0.61328,0.70777,0.83876,0.000254541,0.000254541,0.000254541
67,139.902,0.75005,0.77141,0.82777,0.78503,0.85562,0.88875,0.76948,0.60025,0.71221,0.83592,0.000247472,0.000247472,0.000247472
68,141.964,0.71108,0.75311,0.82473,0.83618,0.79333,0.88057,0.76227,0.58372,0.71901,0.83402,0.000240404,0.000240404,0.000240404
69,144.022,0.70763,0.72916,0.82893,0.83528,0.78977,0.88114,0.76497,0.57814,0.70875,0.83383,0.000233335,0.000233335,0.000233335
70,146.084,0.74296,0.76666,0.82925,0.81992,0.81672,0.88952,0.77089,0.58646,0.72811,0.83493,0.000226267,0.000226267,0.000226267
71,148.138,0.712,0.721,0.82637,0.80545,0.82358,0.89175,0.78244,0.57256,0.68298,0.83417,0.000219198,0.000219198,0.000219198
72,150.205,0.73632,0.74842,0.83123,0.82712,0.81307,0.88971,0.77371,0.57888,0.69322,0.83204,0.000212129,0.000212129,0.000212129
73,152.263,0.72487,0.73933,0.82869,0.8444,0.78707,0.88342,0.77567,0.57035,0.70639,0.8323,0.000205061,0.000205061,0.000205061
74,154.344,0.7262,0.73155,0.83087,0.8305,0.79594,0.88119,0.76811,0.57537,0.71335,0.8344,0.000197992,0.000197992,0.000197992
75,156.412,0.70513,0.72577,0.82041,0.83351,0.7909,0.88084,0.76897,0.56889,0.69406,0.83187,0.000190924,0.000190924,0.000190924
76,158.488,0.72168,0.72426,0.82551,0.85412,0.80368,0.88545,0.77179,0.571,0.69387,0.83129,0.000183855,0.000183855,0.000183855
77,160.553,0.72995,0.71024,0.82963,0.80431,0.84085,0.88391,0.77295,0.56811,0.70068,0.83079,0.000176786,0.000176786,0.000176786
78,162.618,0.74539,0.74564,0.83007,0.80311,0.83238,0.882,0.76854,0.56367,0.69997,0.83271,0.000169718,0.000169718,0.000169718
79,164.774,0.72979,0.73197,0.82893,0.82687,0.81551,0.87988,0.77065,0.55949,0.70702,0.83095,0.000162649,0.000162649,0.000162649
80,166.855,0.68787,0.68931,0.82482,0.81102,0.81116,0.87902,0.76482,0.57083,0.71529,0.83135,0.000155581,0.000155581,0.000155581
81,168.917,0.70755,0.69066,0.82173,0.80804,0.82447,0.88194,0.774,0.55376,0.71392,0.82948,0.000148512,0.000148512,0.000148512
82,170.978,0.6987,0.70467,0.82682,0.79189,0.83929,0.88103,0.77113,0.56124,0.68955,0.83173,0.000141443,0.000141443,0.000141443
83,173.041,0.71171,0.70965,0.82395,0.81971,0.82469,0.87884,0.76812,0.56227,0.71107,0.82967,0.000134375,0.000134375,0.000134375
84,175.107,0.705,0.69291,0.82598,0.83733,0.77598,0.87151,0.76727,0.55008,0.68543,0.83,0.000127306,0.000127306,0.000127306
85,177.161,0.69511,0.68655,0.82269,0.76355,0.84891,0.87644,0.77137,0.55904,0.68093,0.8309,0.000120238,0.000120238,0.000120238
86,179.216,0.69737,0.67289,0.82501,0.78589,0.82805,0.87668,0.77066,0.56146,0.70301,0.83029,0.000113169,0.000113169,0.000113169
87,181.281,0.67326,0.66701,0.81902,0.76708,0.84317,0.87479,0.76881,0.55477,0.67724,0.82881,0.0001061,0.0001061,0.0001061
88,183.347,0.67774,0.66462,0.82546,0.79561,0.83374,0.87852,0.77476,0.55643,0.68091,0.82851,9.90318e-05,9.90318e-05,9.90318e-05
89,185.397,0.71019,0.68875,0.82248,0.81454,0.82757,0.88161,0.77649,0.55917,0.68459,0.82961,9.19632e-05,9.19632e-05,9.19632e-05
90,187.444,0.71329,0.69659,0.82408,0.79391,0.82711,0.88133,0.77275,0.54974,0.686,0.82861,8.48946e-05,8.48946e-05,8.48946e-05
91,190.027,0.57855,0.62508,0.81072,0.7762,0.85414,0.87477,0.77012,0.54864,0.7032,0.82728,7.7826e-05,7.7826e-05,7.7826e-05
92,192.209,0.57525,0.60241,0.80266,0.8184,0.83812,0.87655,0.77673,0.54459,0.71715,0.82824,7.07574e-05,7.07574e-05,7.07574e-05
93,194.259,0.57979,0.58416,0.81192,0.8349,0.81784,0.88004,0.77921,0.54397,0.7066,0.82705,6.36888e-05,6.36888e-05,6.36888e-05
94,196.288,0.57983,0.59233,0.81193,0.79628,0.85347,0.87869,0.77464,0.54642,0.70123,0.82683,5.66202e-05,5.66202e-05,5.66202e-05
95,198.306,0.56458,0.57664,0.8057,0.79086,0.85283,0.87561,0.77566,0.54572,0.69767,0.82785,4.95516e-05,4.95516e-05,4.95516e-05
96,200.351,0.57241,0.57921,0.81397,0.83241,0.80882,0.87628,0.77919,0.53994,0.68469,0.82713,4.2483e-05,4.2483e-05,4.2483e-05
97,202.384,0.58286,0.58072,0.80759,0.84114,0.80484,0.87867,0.77995,0.53402,0.68614,0.82737,3.54144e-05,3.54144e-05,3.54144e-05
98,204.402,0.54311,0.56416,0.80342,0.83408,0.81349,0.87785,0.77985,0.5339,0.689,0.82652,2.83458e-05,2.83458e-05,2.83458e-05
99,206.425,0.55567,0.56699,0.80287,0.83355,0.80607,0.87522,0.77589,0.53497,0.68894,0.82658,2.12772e-05,2.12772e-05,2.12772e-05
100,208.442,0.57198,0.57767,0.80815,0.83284,0.81388,0.87588,0.77935,0.5356,0.68999,0.82628,1.42086e-05,1.42086e-05,1.42086e-05
